Model,Stripe,Threshold,MCC,Coefs,Median Threshold,Median MCC
"('Ama__6', 'Antp__6', 'CG13333__6', 'knrl__6')",3,0.7,0.35374791507578857,[[ 0.28801229  8.7583484  -5.46212223 -8.39979699]],0.7,0.35374791507578857
"('Ama__6', 'Antp__6', 'CG13333__6', 'knrl__6')",5,0.7,0.13405570777704431,[[ 1.75454909 -0.37098754 -0.76476486 -5.12746974]],0.7,0.13405570777704431
"('Ama__6', 'Antp__6', 'CG13333__6', 'knrl__6')",1+2,0.82,0.45130979436003105,[[ 0.00941758  5.62687875  3.797413   -5.46918689]],0.79,0.4396859330607018
"('Ama__6', 'Antp__6', 'CG13333__6', 'knrl__6')",4+6+7,0.72,0.2621602941784439,[[  1.12658753  -1.88165036   2.57375453 -13.7468888 ]],0.7,0.25868011363446825
"('Ama__6', 'Antp__6', 'CG13333__6', 'lok__6')",3,0.7,0.3388076618223084,[[ 3.62676756  5.61792712 -6.61748957  5.44260236]],0.7,0.3388076618223084
"('Ama__6', 'Antp__6', 'CG13333__6', 'lok__6')",5,0.7,0.12074751088525935,[[  1.13020064   3.04223265  -0.63000649 -12.3307037 ]],0.7,0.12074751088525935
"('Ama__6', 'Antp__6', 'CG13333__6', 'lok__6')",1+2,0.8,0.4209252759317169,[[1.06923048 5.06987867 3.13116049 2.88504508]],0.79,0.41955751637551625
"('Ama__6', 'Antp__6', 'CG13333__6', 'lok__6')",4+6+7,0.7,0.3085683988817624,[[  0.42094181   0.89336777   2.35242529 -10.80506626]],0.7,0.3085683988817624
"('Ama__6', 'Antp__6', 'CG13333__6', 'mfas__6')",3,0.7,0.3205947928175301,[[ 1.42672808  8.75404244 -6.02500881  1.4805401 ]],0.7,0.3205947928175301
"('Ama__6', 'Antp__6', 'CG13333__6', 'mfas__6')",5,0.72,0.13614637268904548,[[ 0.96935988  0.25814399 -0.210381   -3.18084542]],0.7,0.1244386718834527
"('Ama__6', 'Antp__6', 'CG13333__6', 'mfas__6')",1+2,0.8,0.452202934532694,[[ 0.14484643  6.08194533  3.54406315 -0.09659964]],0.79,0.4510862765026583
"('Ama__6', 'Antp__6', 'CG13333__6', 'mfas__6')",4+6+7,0.73,0.1335320182003488,[[ 1.22743746 -1.45945077  2.12406806 -0.45321349]],0.7,0.12851114530578858
"('Ama__6', 'Antp__6', 'CG13333__6', 'noc__6')",3,0.7,0.34140947082671597,[[ 0.21883694  8.65905707 -5.65684692 -8.83326411]],0.7,0.34140947082671597
"('Ama__6', 'Antp__6', 'CG13333__6', 'noc__6')",5,0.7,0.18289816834171932,[[  1.29986703  -0.14516555  -0.69577721 -10.75816814]],0.7,0.18289816834171932
"('Ama__6', 'Antp__6', 'CG13333__6', 'noc__6')",1+2,0.7,0.5593809668863196,[[1.89525607 9.10768136 3.63214084 6.90339819]],0.79,0.5467125004409731
"('Ama__6', 'Antp__6', 'CG13333__6', 'noc__6')",4+6+7,0.7,0.14053624174695453,[[ 1.03577534 -1.88160893  2.30092167 -6.13937651]],0.7,0.14053624174695453
"('Ama__6', 'Antp__6', 'CG13333__6', 'nub__6')",3,0.7,0.3084104324540268,[[ 0.9241037   8.72830836 -5.43503769 -0.73457887]],0.7,0.3084104324540268
"('Ama__6', 'Antp__6', 'CG13333__6', 'nub__6')",5,0.7,0.2851978303906482,[[ 0.67786159  0.17540935 -2.25614747  6.49467204]],0.7,0.2851978303906482
"('Ama__6', 'Antp__6', 'CG13333__6', 'nub__6')",1+2,0.85,0.45636865065927973,[[  1.20014536   5.82490681   3.81174242 -11.44361897]],0.79,0.43095502876365716
"('Ama__6', 'Antp__6', 'CG13333__6', 'nub__6')",4+6+7,0.76,0.1664874635938057,[[ 1.01086681 -1.48053415  1.84721506  1.90751279]],0.7,0.15118990882846986
"('Ama__6', 'Antp__6', 'CG13333__6', 'numb__6')",3,0.7,0.30303143149853395,[[ 0.02835192  8.85252048 -6.93198233 -4.11993205]],0.7,0.30303143149853395
"('Ama__6', 'Antp__6', 'CG13333__6', 'numb__6')",5,0.71,0.12502167533981637,[[ 1.78709286 -0.07561155 -0.89960801 -0.08359895]],0.7,0.12250860327998665
"('Ama__6', 'Antp__6', 'CG13333__6', 'numb__6')",1+2,0.8,0.43762988444526496,[[ 0.04043105  6.22167774  3.13411262 -0.91817197]],0.79,0.4323879506294633
"('Ama__6', 'Antp__6', 'CG13333__6', 'numb__6')",4+6+7,0.75,0.14715792038048375,[[ 0.89258774 -1.36609582  1.30860931 -2.20051017]],0.7,0.1243175831471525
"('Ama__6', 'Antp__6', 'CG13333__6', 'oc__6')",3,0.7,0.3474264554626671,[[  0.3231312    7.71708733  -5.07575956 -13.20425152]],0.7,0.3474264554626671
"('Ama__6', 'Antp__6', 'CG13333__6', 'oc__6')",5,0.71,0.11657049624827852,[[ 1.4456038  -0.78631556 -0.86149316 -9.73202455]],0.7,0.11174551947849821
"('Ama__6', 'Antp__6', 'CG13333__6', 'oc__6')",1+2,0.81,0.4533282291603927,[[-0.11624925  5.50869589  3.41364489 -3.93127531]],0.79,0.44157043511078464
"('Ama__6', 'Antp__6', 'CG13333__6', 'oc__6')",4+6+7,0.7,0.22789513403457817,[[  0.97826531  -2.68730048   2.39656087 -20.46025627]],0.7,0.22789513403457817
"('Ama__6', 'Antp__6', 'CG13333__6', 'odd__6')",3,0.7,0.31613065198946805,[[ 0.7691143   8.22850697 -5.40469568  0.50578419]],0.7,0.31613065198946805
"('Ama__6', 'Antp__6', 'CG13333__6', 'odd__6')",5,0.78,0.2854324451412209,[[ 1.20749969 -3.64185192  0.41514851  4.30117382]],0.7,0.27796450941832057
"('Ama__6', 'Antp__6', 'CG13333__6', 'odd__6')",1+2,0.92,0.4139247805981622,[[-0.10025029  4.99226389  4.25786305  2.55221647]],0.79,0.3724265039091181
"('Ama__6', 'Antp__6', 'CG13333__6', 'odd__6')",4+6+7,0.7,0.35268675361692353,[[ 1.11206972 -4.74372862  2.72087303  3.77121518]],0.7,0.35268675361692353
"('Ama__6', 'Antp__6', 'CG13333__6', 'peb__6')",3,0.7,0.3351376931077238,[[ 0.3703796   8.99846419 -5.32810571 -2.77824503]],0.7,0.3351376931077238
"('Ama__6', 'Antp__6', 'CG13333__6', 'peb__6')",5,0.7,0.09601214595817698,[[ 1.30737426e+00  2.97608620e-03 -5.16429534e-01 -5.44770801e+00]],0.7,0.09601214595817698
"('Ama__6', 'Antp__6', 'CG13333__6', 'peb__6')",1+2,0.8,0.4521025116678038,[[0.35559188 6.15432733 3.39281105 1.32025027]],0.79,0.450364071844473
"('Ama__6', 'Antp__6', 'CG13333__6', 'peb__6')",4+6+7,0.7,0.20363723348032844,[[ 0.73654244 -1.26998301  2.68121839 -8.10952055]],0.7,0.20363723348032844
"('Ama__6', 'Antp__6', 'CG13333__6', 'prd__6')",3,0.7,0.35702677238772046,[[ 0.73450457  7.88701683 -5.91498478  1.85807564]],0.7,0.35702677238772046
"('Ama__6', 'Antp__6', 'CG13333__6', 'prd__6')",5,0.84,0.07273824155702369,[[ 1.6514647  -1.26390358 -1.28272878  2.2054901 ]],0.7,0.06865956055307829
"('Ama__6', 'Antp__6', 'CG13333__6', 'prd__6')",1+2,0.81,0.45030392946371856,[[ 0.25906017  6.43518081  3.65423238 -0.66886309]],0.79,0.4487603772608063
"('Ama__6', 'Antp__6', 'CG13333__6', 'prd__6')",4+6+7,0.7,0.13377492717027445,[[ 1.34996509 -1.63168411  1.97513605  0.29540134]],0.7,0.13377492717027445
"('Ama__6', 'Antp__6', 'CG13333__6', 'pxb__6')",3,0.7,0.3047831981050215,[[ 0.84769369  9.0784672  -5.65233327 -0.37371145]],0.7,0.3047831981050215
"('Ama__6', 'Antp__6', 'CG13333__6', 'pxb__6')",5,0.7,0.08349232354430766,[[ 2.39986878  0.46328649 -0.89777462 -2.50525515]],0.7,0.08349232354430766
"('Ama__6', 'Antp__6', 'CG13333__6', 'pxb__6')",1+2,0.77,0.41854971525162865,[[-0.1891796   6.03025532  3.59639492  2.58639676]],0.79,0.4174897766197862
"('Ama__6', 'Antp__6', 'CG13333__6', 'pxb__6')",4+6+7,0.7,0.217821995822427,[[ 2.30452746 -0.54883015  1.95874942 -5.47842709]],0.7,0.217821995822427
"('Ama__6', 'Antp__6', 'CG13333__6', 'rho__6')",3,0.7,0.3085887865486924,[[ 0.60493996  9.15040508 -5.65439934  0.96169958]],0.7,0.3085887865486924
"('Ama__6', 'Antp__6', 'CG13333__6', 'rho__6')",5,0.7,0.13125975255608252,[[ 1.78651835 -0.09646161 -0.89369127  0.40992611]],0.7,0.13125975255608252
"('Ama__6', 'Antp__6', 'CG13333__6', 'rho__6')",1+2,0.82,0.4473216605997226,[[-5.09205953e-03  6.14145136e+00  3.53329198e+00  1.23535360e+00]],0.79,0.4421786591296112
"('Ama__6', 'Antp__6', 'CG13333__6', 'rho__6')",4+6+7,0.73,0.14657939819606544,[[ 1.43213209 -1.48655407  2.00812146 -0.44460719]],0.7,0.13890104188819136
"('Ama__6', 'Antp__6', 'CG13333__6', 'sala__6')",3,0.71,0.3617065181725852,[[ 1.16548017  8.81872409 -3.09226534 -5.7183688 ]],0.7,0.3596409501853686
"('Ama__6', 'Antp__6', 'CG13333__6', 'sala__6')",5,0.7,0.1797656582139916,[[ 3.12483842 -0.67637598  3.89738389 -9.12728048]],0.7,0.1797656582139916
"('Ama__6', 'Antp__6', 'CG13333__6', 'sala__6')",1+2,0.7,0.5183715052742455,[[ 0.35992406  8.77388643 -1.93065179  6.24073424]],0.79,0.5042053707659244
"('Ama__6', 'Antp__6', 'CG13333__6', 'sala__6')",4+6+7,0.72,0.10876718332771422,[[ 1.58790883 -1.85708633  3.44761654 -1.89166342]],0.7,0.1029819152731021
"('Ama__6', 'Antp__6', 'CG13333__6', 'slp1__6')",3,0.7,0.3287192314394689,[[ 0.61057194  9.30630066 -5.37752047 -1.98880121]],0.7,0.3287192314394689
"('Ama__6', 'Antp__6', 'CG13333__6', 'slp1__6')",5,0.7,0.08673940679490966,[[ 1.79142616  0.48561433 -0.63399683 -2.51049698]],0.7,0.08673940679490966
"('Ama__6', 'Antp__6', 'CG13333__6', 'slp1__6')",1+2,0.79,0.437323670944613,[[0.3453235  6.16167794 3.46513231 1.71212344]],0.79,0.437323670944613
"('Ama__6', 'Antp__6', 'CG13333__6', 'slp1__6')",4+6+7,0.76,0.16595832050896447,[[ 1.35148105 -1.01844021  2.29963647 -3.54625146]],0.7,0.14724413911539935
"('Ama__6', 'Antp__6', 'CG13333__6', 'slp2__6')",3,0.7,0.3430597953370543,[[ 0.7416588   8.90950388 -4.75433089 -5.95952121]],0.7,0.3430597953370543
"('Ama__6', 'Antp__6', 'CG13333__6', 'slp2__6')",5,0.72,0.1351551721833489,[[ 1.9962645  -0.26306049  0.09564649 -7.17909872]],0.7,0.13258716549339455
"('Ama__6', 'Antp__6', 'CG13333__6', 'slp2__6')",1+2,0.8,0.45568405165977705,[[ 0.17808701  5.96871077  3.5919368  -0.72614318]],0.79,0.4510862765026583
"('Ama__6', 'Antp__6', 'CG13333__6', 'slp2__6')",4+6+7,0.71,0.3079722795393143,[[  1.86961818  -1.95558005   3.91752158 -13.76483987]],0.7,0.30413045033280256
"('Ama__6', 'Antp__6', 'CG13333__6', 'sna__6')",3,0.7,0.32169721446877725,[[ 1.26980215  9.1151137  -5.3396287  -0.62580368]],0.7,0.32169721446877725
"('Ama__6', 'Antp__6', 'CG13333__6', 'sna__6')",5,0.71,0.1539763158120149,[[ 3.56273229e+00  2.20604235e-03  2.84671538e-01 -2.08111410e+00]],0.7,0.15162041427101652
"('Ama__6', 'Antp__6', 'CG13333__6', 'sna__6')",1+2,0.87,0.4593523366515428,[[ 3.17179065  6.20623178  5.73389812 -3.62172509]],0.79,0.43996952158739616
"('Ama__6', 'Antp__6', 'CG13333__6', 'sna__6')",4+6+7,0.7,0.18238531531952282,[[ 4.26185633 -1.38325599  3.8151375  -3.49078009]],0.7,0.18238531531952282
"('Ama__6', 'Antp__6', 'CG13333__6', 'sob__6')",3,0.7,0.3296327839361048,[[-0.07020433  9.2504307  -5.30666198 -3.78066231]],0.7,0.3296327839361048
"('Ama__6', 'Antp__6', 'CG13333__6', 'sob__6')",5,0.7,0.12674667090135186,[[ 1.82197621 -0.08065114 -0.8962161   0.08579517]],0.7,0.12674667090135186
"('Ama__6', 'Antp__6', 'CG13333__6', 'sob__6')",1+2,0.79,0.44678671224901806,[[0.98667707 6.56155614 3.71074836 3.55297444]],0.79,0.44678671224901806
"('Ama__6', 'Antp__6', 'CG13333__6', 'sob__6')",4+6+7,0.73,0.13031196028654704,[[ 1.22328208 -1.4683753   2.0437979  -0.84250777]],0.7,0.11767126468140118
"('Ama__6', 'Antp__6', 'CG13333__6', 'srp__6')",3,0.7,0.31625342637068676,[[ 0.36490462  8.60793496 -5.27791901 -5.67718807]],0.7,0.31625342637068676
"('Ama__6', 'Antp__6', 'CG13333__6', 'srp__6')",5,0.7,0.1337857927201873,[[ 1.60467435 -0.32875478 -0.97185399 -3.87297411]],0.7,0.1337857927201873
"('Ama__6', 'Antp__6', 'CG13333__6', 'srp__6')",1+2,0.83,0.46268623991955815,[[-0.16811943  5.9002881   3.67749281 -8.26982586]],0.79,0.4491540896949594
"('Ama__6', 'Antp__6', 'CG13333__6', 'srp__6')",4+6+7,0.7,0.14835414450168352,[[ 1.21282094 -1.72663316  1.97065458 -3.18221853]],0.7,0.14835414450168352
"('Ama__6', 'Antp__6', 'CG13333__6', 'tkv__6')",3,0.7,0.3085887865486924,[[ 1.16079629  8.77366679 -5.76754312 -1.02147404]],0.7,0.3085887865486924
"('Ama__6', 'Antp__6', 'CG13333__6', 'tkv__6')",5,0.7,0.14948553835256645,[[ 3.09910001 -1.02532656 -1.33496498 -5.70825211]],0.7,0.14948553835256645
"('Ama__6', 'Antp__6', 'CG13333__6', 'tkv__6')",1+2,0.82,0.44682813746665884,[[ 0.76439801  5.76241634  3.40364106 -2.28806785]],0.79,0.44511031253876027
"('Ama__6', 'Antp__6', 'CG13333__6', 'tkv__6')",4+6+7,0.72,0.15236262988746674,[[ 2.88428714 -2.50490838  1.44747134 -6.10079912]],0.7,0.15009428739260067
"('Ama__6', 'Antp__6', 'CG13333__6', 'tll__6')",3,0.7,0.3510620807153014,[[ -0.07796281   7.924245    -4.50757782 -25.69860834]],0.7,0.3510620807153014
"('Ama__6', 'Antp__6', 'CG13333__6', 'tll__6')",5,0.72,0.16193109984653503,[[  1.26822995  -1.09768454   0.15649548 -32.96145605]],0.7,0.15898464865496112
"('Ama__6', 'Antp__6', 'CG13333__6', 'tll__6')",1+2,0.81,0.4458761032284122,[[ -0.13955446   5.36733091   3.66580918 -10.94349777]],0.79,0.4376188996477209
"('Ama__6', 'Antp__6', 'CG13333__6', 'tll__6')",4+6+7,0.73,0.10635791263869533,[[ 1.02390345 -2.21941661  2.0502704  -6.32780614]],0.7,0.09733794040054948
"('Ama__6', 'Antp__6', 'CG13333__6', 'toc__6')",3,0.7,0.33098438878580416,[[ 0.68341783  8.61206817 -5.56510549 -3.06015852]],0.7,0.33098438878580416
"('Ama__6', 'Antp__6', 'CG13333__6', 'toc__6')",5,0.72,0.14710772986325812,[[ 1.76352964 -0.4240596  -1.02917551 -2.15066385]],0.7,0.14246126567787915
"('Ama__6', 'Antp__6', 'CG13333__6', 'toc__6')",1+2,0.79,0.4454060242270381,[[0.16770568 6.2611319  3.68901628 0.90813657]],0.79,0.4454060242270381
"('Ama__6', 'Antp__6', 'CG13333__6', 'toc__6')",4+6+7,0.73,0.13489943220761888,[[ 1.3461859  -1.54980535  2.02432157 -0.31840063]],0.7,0.12256001660692281
"('Ama__6', 'Antp__6', 'CG13333__6', 'trn__6')",3,0.7,0.30668164405238263,[[ 0.7828796   9.21682761 -5.66153129 -0.42548817]],0.7,0.30668164405238263
"('Ama__6', 'Antp__6', 'CG13333__6', 'trn__6')",5,0.87,0.25883260814865205,[[ 1.93189254 -1.81066773 -1.50306203  3.55794741]],0.7,0.2174895572955177
"('Ama__6', 'Antp__6', 'CG13333__6', 'trn__6')",1+2,0.8,0.4043685863385204,[[0.50909398 5.78623239 3.02065924 2.29606989]],0.79,0.39457110243949567
"('Ama__6', 'Antp__6', 'CG13333__6', 'trn__6')",4+6+7,0.7,0.2687216098351827,[[ 1.56705247 -2.75201212  1.5270084   3.0938466 ]],0.7,0.2687216098351827
"('Ama__6', 'Antp__6', 'CG13333__6', 'tsh__6')",3,0.85,0.5606560804151166,[[ 1.20193025 -7.36442817 -7.88098878 13.41685502]],0.7,0.5519948144319954
"('Ama__6', 'Antp__6', 'CG13333__6', 'tsh__6')",5,0.7,0.20276266090655184,[[  3.25941827  11.69958188  -1.15528509 -11.89492727]],0.7,0.20276266090655184
"('Ama__6', 'Antp__6', 'CG13333__6', 'tsh__6')",1+2,0.86,0.440529830467278,[[ 0.49101137  8.64418986  3.57434053 -1.79962777]],0.79,0.4256764204709756
"('Ama__6', 'Antp__6', 'CG13333__6', 'tsh__6')",4+6+7,0.78,0.11119586352195109,[[ 1.65335292  0.34102486  1.90277863 -1.67853458]],0.7,0.08627114795460669
"('Ama__6', 'Antp__6', 'CG13333__6', 'twi__6')",3,0.7,0.31561606199765535,[[ 1.08972881  9.08769859 -5.48707131 -0.38663849]],0.7,0.31561606199765535
"('Ama__6', 'Antp__6', 'CG13333__6', 'twi__6')",5,0.75,0.16037068368110727,[[ 3.97745428  0.18307854  0.38191069 -2.72491163]],0.7,0.14670018520824152
"('Ama__6', 'Antp__6', 'CG13333__6', 'twi__6')",1+2,0.88,0.4708700416848524,[[ 3.95812778  6.41356117  6.16857193 -4.60479323]],0.79,0.4534127378089398
"('Ama__6', 'Antp__6', 'CG13333__6', 'twi__6')",4+6+7,0.7,0.17605941334663494,[[ 4.40169517 -1.20230805  3.70047102 -3.74747983]],0.7,0.17605941334663494
"('Ama__6', 'Antp__6', 'CG13333__6', 'zen__6')",3,0.7,0.2981598650265129,[[ 0.49069991  9.16952672 -5.25614019  1.89802689]],0.7,0.2981598650265129
"('Ama__6', 'Antp__6', 'CG13333__6', 'zen__6')",5,0.7,0.1289718442392352,[[ 1.75950626 -0.0765143  -0.73160678  0.46104785]],0.7,0.1289718442392352
"('Ama__6', 'Antp__6', 'CG13333__6', 'zen__6')",1+2,0.79,0.44674281205314104,[[ 0.27367707  6.11963294  3.24809699 -1.80843373]],0.79,0.44674281205314104
"('Ama__6', 'Antp__6', 'CG13333__6', 'zen__6')",4+6+7,0.73,0.1482840306230667,[[ 1.42153923 -1.45789152  1.88977522 -0.56968668]],0.7,0.13444202674962907
"('Ama__6', 'Antp__6', 'CG13333__6', 'KrP__6')",3,0.82,0.7532064877239738,[[ 7.58165751 -2.33570729 -3.37052825 24.83701466]],0.7,0.7301505913029344
"('Ama__6', 'Antp__6', 'CG13333__6', 'KrP__6')",5,0.7,0.2819969920631649,[[  2.78309872  15.65010198  -5.38043584 -41.81576296]],0.7,0.2819969920631649
"('Ama__6', 'Antp__6', 'CG13333__6', 'KrP__6')",1+2,0.89,0.49130062074543274,[[ 0.31895103 10.74540122  2.5335464  -6.41542035]],0.79,0.42329160478721856
"('Ama__6', 'Antp__6', 'CG13333__6', 'KrP__6')",4+6+7,0.73,0.13214651985239112,[[ 1.38102383 -1.1417908   1.83995148 -0.46977142]],0.7,0.11631384121260023
"('Ama__6', 'Antp__6', 'CG13333__6', 'gtP__6')",3,0.7,0.2986556620542263,[[ 0.65548876  8.47682471 -5.01096515 -3.12493238]],0.7,0.2986556620542263
"('Ama__6', 'Antp__6', 'CG13333__6', 'gtP__6')",5,0.7,0.06675486354614503,[[ 1.98736815  0.2258373  -1.48486005  2.24613674]],0.7,0.06675486354614503
"('Ama__6', 'Antp__6', 'CG13333__6', 'gtP__6')",1+2,0.84,0.4958185202114393,[[1.63921527 9.79991102 2.07325147 5.7237716 ]],0.79,0.47378152772271354
"('Ama__6', 'Antp__6', 'CG13333__6', 'gtP__6')",4+6+7,0.7,0.1611267937276225,[[ 1.3357403  -1.98868605  2.81951406 -2.90310633]],0.7,0.1611267937276225
"('Ama__6', 'Antp__6', 'CG13333__6', 'hbP__6]')",3,0.7,0.31501972033237674,[[-0.03854772  9.34761407 -5.9522948  -6.01363344]],0.7,0.31501972033237674
"('Ama__6', 'Antp__6', 'CG13333__6', 'hbP__6]')",5,0.73,0.6425249398568664,[[   0.75453315   18.2030044    -7.8976758  -110.86631959]],0.7,0.6332418040477358
"('Ama__6', 'Antp__6', 'CG13333__6', 'hbP__6]')",1+2,0.93,0.5656924207620254,[[ 3.57385425  5.9389119   4.29962462 12.24585582]],0.79,0.46534249080328755
"('Ama__6', 'Antp__6', 'CG13333__6', 'hbP__6]')",4+6+7,0.7,0.17300902606179958,[[ 0.56528653 -1.13141291  2.72682189 -3.83936632]],0.7,0.17300902606179958
"('Ama__6', 'Antp__6', 'CG14427__6', 'CG17724__6')",3,0.7,0.15566317634151794,[[-0.91907729  6.89568195 -2.24616097 -4.60957288]],0.7,0.15566317634151794
"('Ama__6', 'Antp__6', 'CG14427__6', 'CG17724__6')",5,0.7,0.08105497534924931,[[ 1.22922932 -0.28563782 -0.45691907 -2.89449916]],0.7,0.08105497534924931
"('Ama__6', 'Antp__6', 'CG14427__6', 'CG17724__6')",1+2,0.76,0.48156614020375493,[[ 0.71196923  6.07409557 -1.37466819  1.43207879]],0.79,0.4750905142081407
"('Ama__6', 'Antp__6', 'CG14427__6', 'CG17724__6')",4+6+7,0.7,0.13150877265512126,[[ 0.68032314 -0.5912014  -1.37976782 -5.4654282 ]],0.7,0.13150877265512126
"('Ama__6', 'Antp__6', 'CG14427__6', 'CG17786__6')",3,0.7,0.15285291148207608,[[-0.30601328  6.32825661 -1.96819307 -4.35718722]],0.7,0.15285291148207608
"('Ama__6', 'Antp__6', 'CG14427__6', 'CG17786__6')",5,0.7,0.07776699386751326,[[ 1.44884375 -0.52460452 -0.12863272 -2.81098747]],0.7,0.07776699386751326
"('Ama__6', 'Antp__6', 'CG14427__6', 'CG17786__6')",1+2,0.76,0.4820474029075655,[[ 0.38249465  5.98881401 -1.05015002 -0.65873091]],0.79,0.4750905142081407
"('Ama__6', 'Antp__6', 'CG14427__6', 'CG17786__6')",4+6+7,0.72,0.1883350552469802,[[ 1.00803993 -1.04610699 -0.55289002 -8.5675204 ]],0.7,0.17795074774452752
"('Ama__6', 'Antp__6', 'CG14427__6', 'CG31607__6')",3,0.7,0.41113526084045854,[[   3.94810232    1.0855341     7.49631371 -188.72323644]],0.7,0.41113526084045854
"('Ama__6', 'Antp__6', 'CG14427__6', 'CG31607__6')",5,0.7,0.14611359017151768,[[ 1.55085366 -0.97807811 -0.03293016 -3.38853738]],0.7,0.14611359017151768
"('Ama__6', 'Antp__6', 'CG14427__6', 'CG31607__6')",1+2,0.79,0.4791738332361581,[[ 0.54405998  5.41259377 -0.47864639 -2.79839064]],0.79,0.4791738332361581
"('Ama__6', 'Antp__6', 'CG14427__6', 'CG31607__6')",4+6+7,0.71,0.16850259767757866,[[ 1.50128477 -0.43655016 -2.25847736  1.4414082 ]],0.7,0.1643417701140873
"('Ama__6', 'Antp__6', 'CG14427__6', 'CG31670__6')",3,0.7,0.1577093867220358,[[-0.21614401  6.64881633 -2.6203527  -1.6708022 ]],0.7,0.1577093867220358
"('Ama__6', 'Antp__6', 'CG14427__6', 'CG31670__6')",5,0.71,0.09685764654274932,[[ 1.48449611 -0.36566179 -0.64736038 -2.1288752 ]],0.7,0.0968060532133424
"('Ama__6', 'Antp__6', 'CG14427__6', 'CG31670__6')",1+2,0.77,0.4791738332361581,[[ 0.34841378  6.0532935  -1.21482436 -1.28606154]],0.79,0.47277651632458545
"('Ama__6', 'Antp__6', 'CG14427__6', 'CG31670__6')",4+6+7,0.7,0.15647961984585668,[[ 1.33945011 -0.74196408 -1.74291269 -2.05654329]],0.7,0.15647961984585668
"('Ama__6', 'Antp__6', 'CG14427__6', 'CG8147__6')",3,0.7,0.1701705276226148,[[ 0.35723329  6.26077315 -2.89153614 -5.06193654]],0.7,0.1701705276226148
"('Ama__6', 'Antp__6', 'CG14427__6', 'CG8147__6')",5,0.7,0.08362441331950363,[[ 1.75849398 -0.63987685 -0.96642508 -1.8038656 ]],0.7,0.08362441331950363
"('Ama__6', 'Antp__6', 'CG14427__6', 'CG8147__6')",1+2,0.79,0.4800610343618239,[[ 0.81669044  5.80302265 -1.44568822 -4.84801804]],0.79,0.4800610343618239
"('Ama__6', 'Antp__6', 'CG14427__6', 'CG8147__6')",4+6+7,0.7,0.19840754794720877,[[ 1.39438699 -0.34262244 -1.62420628  1.49881014]],0.7,0.19840754794720877
"('Ama__6', 'Antp__6', 'CG14427__6', 'CG8965__6')",3,0.7,0.17851618162802366,[[ -0.1474638    5.28846341  -2.18881974 -14.30846302]],0.7,0.17851618162802366
"('Ama__6', 'Antp__6', 'CG14427__6', 'CG8965__6')",5,0.71,0.16777375697957236,[[  1.42649027  -2.30599081  -0.04967737 -19.23060185]],0.7,0.16721641218966446
"('Ama__6', 'Antp__6', 'CG14427__6', 'CG8965__6')",1+2,0.76,0.4847608815623541,[[ 0.43749985  6.18410863 -1.26503196  0.67597888]],0.79,0.4738429085225636
"('Ama__6', 'Antp__6', 'CG14427__6', 'CG8965__6')",4+6+7,0.72,0.23587270264776247,[[ 1.56754854 -0.28650218 -1.91407799  1.94068967]],0.7,0.23105474677409094
"('Ama__6', 'Antp__6', 'CG14427__6', 'Cyp310a1__6')",3,0.7,0.15485533931913809,[[ 1.41654243  7.16287006 -2.07589734 -2.44862762]],0.7,0.15485533931913809
"('Ama__6', 'Antp__6', 'CG14427__6', 'Cyp310a1__6')",5,0.72,0.155738508898646,[[ 4.09631218 -0.22847907  0.18822185 -3.797096  ]],0.7,0.15004839764196648
"('Ama__6', 'Antp__6', 'CG14427__6', 'Cyp310a1__6')",1+2,0.76,0.48626001248478384,[[ 0.60797741  6.01944635 -1.19456767 -0.28787927]],0.79,0.4721188913616722
"('Ama__6', 'Antp__6', 'CG14427__6', 'Cyp310a1__6')",4+6+7,0.7,0.23371726174611404,[[ 4.32836849 -0.73014762 -0.78312827 -4.63921801]],0.7,0.23371726174611404
"('Ama__6', 'Antp__6', 'CG14427__6', 'D__6')",3,0.7,0.16893841113224983,[[-0.52531284  7.35748714 -2.25219595  3.3130538 ]],0.7,0.16893841113224983
"('Ama__6', 'Antp__6', 'CG14427__6', 'D__6')",5,0.7,0.14102923637563913,[[ 1.25376931 -0.09522213 -0.80852615  3.31586665]],0.7,0.14102923637563913
"('Ama__6', 'Antp__6', 'CG14427__6', 'D__6')",1+2,0.77,0.4816389165321932,[[ 0.45068837  6.05830948 -1.25167221 -0.49103521]],0.79,0.4750905142081407
"('Ama__6', 'Antp__6', 'CG14427__6', 'D__6')",4+6+7,0.71,0.1521956579141074,[[ 1.34607641 -0.87858318 -1.8970272   2.36352575]],0.7,0.15105844745461142
"('Ama__6', 'Antp__6', 'CG14427__6', 'Dfd__6')",3,0.7,0.2601971497812299,[[ -0.96641917   7.24302833  -0.32104261 -11.23343242]],0.7,0.2601971497812299
"('Ama__6', 'Antp__6', 'CG14427__6', 'Dfd__6')",5,0.75,0.1117342014682034,[[ 1.36081101 -0.2886156   0.1289356  -6.30637838]],0.7,0.11017354580443713
"('Ama__6', 'Antp__6', 'CG14427__6', 'Dfd__6')",1+2,0.7,0.43701161682714657,[[ 1.21937889  7.78437973 -1.09732253  5.67790652]],0.79,0.4243558892982426
"('Ama__6', 'Antp__6', 'CG14427__6', 'Dfd__6')",4+6+7,0.7,0.1754503656073728,[[ 1.12287784 -0.86946107 -0.93001135 -6.92365148]],0.7,0.1754503656073728
